doc_id,url,cache,fulltext,nature,published,entity_name,entity_type,geo_path 
2386/c6104_07-2023_annexe_1_visa.pdf,https://www.civraisienpoitou.fr/sites/default/files/07-2023_annexe_1_visa.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2386/c6104_07-2023_annexe_1_visa.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2386/c6104_07-2023_annexe_1_visa.pdf.txt,,2023-01-26 00:00:00,CC du Civraisien en Poitou,Intercommunalité,CC du Civraisien en Poitou/Vienne/Nouvelle-Aquitaine
2386/f505b_07-2023_annexe_2_visa.pdf,https://www.civraisienpoitou.fr/sites/default/files/07-2023_annexe_2_visa.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2386/f505b_07-2023_annexe_2_visa.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2386/f505b_07-2023_annexe_2_visa.pdf.txt,,2023-01-26 00:00:00,CC du Civraisien en Poitou,Intercommunalité,CC du Civraisien en Poitou/Vienne/Nouvelle-Aquitaine
2390/0ba98_de87f3_2f24eb86ac284472a2e993745864b263.pdf,https://www.conflentcanigo.fr/_files/ugd/de87f3_2f24eb86ac284472a2e993745864b263.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2390/0ba98_de87f3_2f24eb86ac284472a2e993745864b263.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2390/0ba98_de87f3_2f24eb86ac284472a2e993745864b263.pdf.txt,,2023-01-12 00:00:00,CC Conflent-Canigó,Intercommunalité,CC Conflent-Canigó/Pyrénées-Orientales/Occitanie
2390/1668d_de87f3_e57e3b235284420c8e970abc6237901f.pdf,https://www.conflentcanigo.fr/_files/ugd/de87f3_e57e3b235284420c8e970abc6237901f.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2390/1668d_de87f3_e57e3b235284420c8e970abc6237901f.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2390/1668d_de87f3_e57e3b235284420c8e970abc6237901f.pdf.txt,,2023-01-12 00:00:00,CC Conflent-Canigó,Intercommunalité,CC Conflent-Canigó/Pyrénées-Orientales/Occitanie
2390/93b1b_de87f3_b9e93d82da124d9eac51a089defe790f.pdf,https://www.conflentcanigo.fr/_files/ugd/de87f3_b9e93d82da124d9eac51a089defe790f.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2390/93b1b_de87f3_b9e93d82da124d9eac51a089defe790f.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2390/93b1b_de87f3_b9e93d82da124d9eac51a089defe790f.pdf.txt,,2023-01-11 00:00:00,CC Conflent-Canigó,Intercommunalité,CC Conflent-Canigó/Pyrénées-Orientales/Occitanie
2390/38114_0dc4f0_8b1e761e70514df6b6c39b2cecd0aa41.pdf,https://www.conflentcanigo.fr/_files/ugd/0dc4f0_8b1e761e70514df6b6c39b2cecd0aa41.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2390/38114_0dc4f0_8b1e761e70514df6b6c39b2cecd0aa41.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2390/38114_0dc4f0_8b1e761e70514df6b6c39b2cecd0aa41.pdf.txt,,2023-01-26 00:00:00,CC Conflent-Canigó,Intercommunalité,CC Conflent-Canigó/Pyrénées-Orientales/Occitanie
2390/e198d_de87f3_b80d6d4effe04e18a7e5bacba3bd0aba.pdf,https://www.conflentcanigo.fr/_files/ugd/de87f3_b80d6d4effe04e18a7e5bacba3bd0aba.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2390/e198d_de87f3_b80d6d4effe04e18a7e5bacba3bd0aba.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2390/e198d_de87f3_b80d6d4effe04e18a7e5bacba3bd0aba.pdf.txt,,2023-01-18 00:00:00,CC Conflent-Canigó,Intercommunalité,CC Conflent-Canigó/Pyrénées-Orientales/Occitanie
2389/27162_Proces-verbal_du_26-01-2023.pdf,http://www.lecotentin.fr/system/files/2023-03/Proces-verbal_du_26-01-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2389/27162_Proces-verbal_du_26-01-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2389/27162_Proces-verbal_du_26-01-2023.pdf.txt,,2023-01-26 00:00:00,CA du Cotentin,Intercommunalité,CA du Cotentin/Manche/Normandie
2389/c83c9_Conseil_-_Tableau_projets.26%2001%202023odt.pdf,http://www.lecotentin.fr/system/files/2023-01/Conseil_-_Tableau_projets.26%2001%202023odt.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2389/c83c9_Conseil_-_Tableau_projets.26%2001%202023odt.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2389/c83c9_Conseil_-_Tableau_projets.26%2001%202023odt.pdf.txt,,2023-01-30 00:00:00,CA du Cotentin,Intercommunalité,CA du Cotentin/Manche/Normandie
2389/d48ad_convocation%20et%20formulaire%20absence_2.pdf,http://www.lecotentin.fr/system/files/2023-01/convocation%20et%20formulaire%20absence_2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2389/d48ad_convocation%20et%20formulaire%20absence_2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2389/d48ad_convocation%20et%20formulaire%20absence_2.pdf.txt,,2023-01-26 00:00:00,CA du Cotentin,Intercommunalité,CA du Cotentin/Manche/Normandie
2397/5d35d_CALENDRIER-S1-2023.pdf,http://doubsbaumois.org/wp-content/uploads/2021/04/CALENDRIER-S1-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2397/5d35d_CALENDRIER-S1-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2397/5d35d_CALENDRIER-S1-2023.pdf.txt,,2023-01-01 00:00:00,CC du Doubs Baumois,Intercommunalité,CC du Doubs Baumois/Doubs/Bourgogne-Franche-Comté
2389/1236a_Proces-verbal_du_26-01-2023.pdf,https://www.lecotentin.fr/system/files/2023-03/Proces-verbal_du_26-01-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2389/1236a_Proces-verbal_du_26-01-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2389/1236a_Proces-verbal_du_26-01-2023.pdf.txt,,2023-01-26 00:00:00,CA du Cotentin,Intercommunalité,CA du Cotentin/Manche/Normandie
2389/3f13a_convocation%20et%20formulaire%20absence_2.pdf,https://www.lecotentin.fr/system/files/2023-01/convocation%20et%20formulaire%20absence_2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2389/3f13a_convocation%20et%20formulaire%20absence_2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2389/3f13a_convocation%20et%20formulaire%20absence_2.pdf.txt,,2023-01-26 00:00:00,CA du Cotentin,Intercommunalité,CA du Cotentin/Manche/Normandie
2389/45b20_Conseil_-_Tableau_projets.26%2001%202023odt.pdf,https://www.lecotentin.fr/system/files/2023-01/Conseil_-_Tableau_projets.26%2001%202023odt.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2389/45b20_Conseil_-_Tableau_projets.26%2001%202023odt.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2389/45b20_Conseil_-_Tableau_projets.26%2001%202023odt.pdf.txt,,2023-01-30 00:00:00,CA du Cotentin,Intercommunalité,CA du Cotentin/Manche/Normandie
2381/8ed88_Conseil_communautaire_CAZALS-SALVIAC_PV_seance_2023_01_26.pdf,https://www.cc-cazalssalviac.fr/fileadmin/documents/pdf/comptes_rendus/Conseil_communautaire_CAZALS-SALVIAC_PV_seance_2023_01_26.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2381/8ed88_Conseil_communautaire_CAZALS-SALVIAC_PV_seance_2023_01_26.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2381/8ed88_Conseil_communautaire_CAZALS-SALVIAC_PV_seance_2023_01_26.pdf.txt,,2023-01-30 00:00:00,CC Cazals-Salviac,Intercommunalité,CC Cazals-Salviac/Lot/Occitanie
2381/31fc0_Reglement_de_fonctionnement.pdf,https://www.cc-cazalssalviac.fr/fileadmin/documents/pdf/Creche/Reglement_de_fonctionnement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2381/31fc0_Reglement_de_fonctionnement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2381/31fc0_Reglement_de_fonctionnement.pdf.txt,,2023-01-01 00:00:00,CC Cazals-Salviac,Intercommunalité,CC Cazals-Salviac/Lot/Occitanie
2381/53d0f_Projet_d_etablissement.pdf,https://www.cc-cazalssalviac.fr/fileadmin/documents/pdf/Creche/Projet_d_etablissement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2381/53d0f_Projet_d_etablissement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2381/53d0f_Projet_d_etablissement.pdf.txt,,2023-01-01 00:00:00,CC Cazals-Salviac,Intercommunalité,CC Cazals-Salviac/Lot/Occitanie
2381/94e26_Projet_d_etablissement.pdf,http://www.cc-cazalssalviac.fr/fileadmin/documents/pdf/Creche/Projet_d_etablissement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2381/94e26_Projet_d_etablissement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2381/94e26_Projet_d_etablissement.pdf.txt,,2023-01-01 00:00:00,CC Cazals-Salviac,Intercommunalité,CC Cazals-Salviac/Lot/Occitanie
2381/19fe7_Conseil_communautaire_CAZALS-SALVIAC_PV_seance_2023_01_26.pdf,http://www.cc-cazalssalviac.fr/fileadmin/documents/pdf/comptes_rendus/Conseil_communautaire_CAZALS-SALVIAC_PV_seance_2023_01_26.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2381/19fe7_Conseil_communautaire_CAZALS-SALVIAC_PV_seance_2023_01_26.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2381/19fe7_Conseil_communautaire_CAZALS-SALVIAC_PV_seance_2023_01_26.pdf.txt,,2023-01-30 00:00:00,CC Cazals-Salviac,Intercommunalité,CC Cazals-Salviac/Lot/Occitanie
2381/346dd_Reglement_de_fonctionnement.pdf,http://www.cc-cazalssalviac.fr/fileadmin/documents/pdf/Creche/Reglement_de_fonctionnement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2381/346dd_Reglement_de_fonctionnement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2381/346dd_Reglement_de_fonctionnement.pdf.txt,,2023-01-01 00:00:00,CC Cazals-Salviac,Intercommunalité,CC Cazals-Salviac/Lot/Occitanie
2300/ff79e_Bulletin-JANVIER-2023.pdf,https://www.copler.fr/wp-content/uploads/2023/01/Bulletin-JANVIER-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2300/ff79e_Bulletin-JANVIER-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2300/ff79e_Bulletin-JANVIER-2023.pdf.txt,,2023-01-14 00:00:00,CC du Pays entre Loire et Rhône,Intercommunalité,CC du Pays entre Loire et Rhône/Loire/Auvergne-Rhône-Alpes
276/5d8ce_1672819081-AEP---CCCC---VAUCOULEURS---00115650-003.pdf,https://www.villevaucouleurs.com/userfile/fichier-telechargement/1672819081-AEP---CCCC---VAUCOULEURS---00115650-003.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/276/5d8ce_1672819081-AEP---CCCC---VAUCOULEURS---00115650-003.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/276/5d8ce_1672819081-AEP---CCCC---VAUCOULEURS---00115650-003.pdf.txt,,2023-01-03 00:00:00,Vaucouleurs,Commune,Vaucouleurs/CC de Commercy - Void - Vaucouleurs/Meuse/Grand Est
2299/d4e82_2023.01.20_Diagnostic_Cahier-4_DevEco_compressed-1.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023.01.20_Diagnostic_Cahier-4_DevEco_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/d4e82_2023.01.20_Diagnostic_Cahier-4_DevEco_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/d4e82_2023.01.20_Diagnostic_Cahier-4_DevEco_compressed-1.pdf.txt,,2023-01-20 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2299/dc465_2023.01.20_Diagnostic_0.introduction_Sommaire_compressed-1.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023.01.20_Diagnostic_0.introduction_Sommaire_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/dc465_2023.01.20_Diagnostic_0.introduction_Sommaire_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/dc465_2023.01.20_Diagnostic_0.introduction_Sommaire_compressed-1.pdf.txt,,2023-01-20 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2299/a1e23_2023.01.20_Diagnostic_cahier-1.0_EIE_compressed-1.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023.01.20_Diagnostic_cahier-1.0_EIE_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/a1e23_2023.01.20_Diagnostic_cahier-1.0_EIE_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/a1e23_2023.01.20_Diagnostic_cahier-1.0_EIE_compressed-1.pdf.txt,,2023-01-20 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2299/fea12_2023.01.20_Diagnostic_Cahier-3__Demo_Habitat_compressed-1.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023.01.20_Diagnostic_Cahier-3__Demo_Habitat_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/fea12_2023.01.20_Diagnostic_Cahier-3__Demo_Habitat_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/fea12_2023.01.20_Diagnostic_Cahier-3__Demo_Habitat_compressed-1.pdf.txt,,2023-01-20 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2299/7765a_2023.01.20_Diagnostic_Cahier-6__Mobilite-_compressed-1.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023.01.20_Diagnostic_Cahier-6__Mobilite-_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/7765a_2023.01.20_Diagnostic_Cahier-6__Mobilite-_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/7765a_2023.01.20_Diagnostic_Cahier-6__Mobilite-_compressed-1.pdf.txt,,2023-01-20 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2299/33b79_2023.01.20_Diagnostic_Cahier-1.b_Paysage_compressed-1.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023.01.20_Diagnostic_Cahier-1.b_Paysage_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/33b79_2023.01.20_Diagnostic_Cahier-1.b_Paysage_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/33b79_2023.01.20_Diagnostic_Cahier-1.b_Paysage_compressed-1.pdf.txt,,2023-01-20 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2301/f7f83_Liste-des-marches-publics-conclus-en-2022-2.pdf,https://www.cc-labastide-murat.fr/wp-content/uploads/2023/01/Liste-des-marches-publics-conclus-en-2022-2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2301/f7f83_Liste-des-marches-publics-conclus-en-2022-2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2301/f7f83_Liste-des-marches-publics-conclus-en-2022-2.pdf.txt,,2023-01-01 00:00:00,CC du Causse de Labastide-Murat,Intercommunalité,CC du Causse de Labastide-Murat/Lot/Occitanie
2301/38500_PP-Periscolaire-et-Extrascolaire-2022-2023.pdf,https://www.cc-labastide-murat.fr/wp-content/uploads/2023/01/PP-Periscolaire-et-Extrascolaire-2022-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2301/38500_PP-Periscolaire-et-Extrascolaire-2022-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2301/38500_PP-Periscolaire-et-Extrascolaire-2022-2023.pdf.txt,,2023-01-01 00:00:00,CC du Causse de Labastide-Murat,Intercommunalité,CC du Causse de Labastide-Murat/Lot/Occitanie
2299/1d611_2023.01.20_Diagnostic_Cahier-8_-Concertation-et-collaboration_compressed-1.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023.01.20_Diagnostic_Cahier-8_-Concertation-et-collaboration_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/1d611_2023.01.20_Diagnostic_Cahier-8_-Concertation-et-collaboration_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/1d611_2023.01.20_Diagnostic_Cahier-8_-Concertation-et-collaboration_compressed-1.pdf.txt,,2023-01-20 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2299/2d472_2023.01.20_Diagnostic_Cahier-5__Equipements-Tourisme_compressed-1.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023.01.20_Diagnostic_Cahier-5__Equipements-Tourisme_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/2d472_2023.01.20_Diagnostic_Cahier-5__Equipements-Tourisme_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/2d472_2023.01.20_Diagnostic_Cahier-5__Equipements-Tourisme_compressed-1.pdf.txt,,2023-01-20 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2299/a1b0e_DEMANDE-RACCORDEMENT-2023.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/01/DEMANDE-RACCORDEMENT-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/a1b0e_DEMANDE-RACCORDEMENT-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/a1b0e_DEMANDE-RACCORDEMENT-2023.pdf.txt,,2023-01-01 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
268/a6c3c_Agenda-Romagnat-2023..pdf,https://www.ville-romagnat.fr/wp-content/uploads/2023/01/Agenda-Romagnat-2023..pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/268/a6c3c_Agenda-Romagnat-2023..pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/268/a6c3c_Agenda-Romagnat-2023..pdf.txt,comm,2023-01-01 00:00:00,Romagnat,Commune,Romagnat/Clermont Auvergne Métropole/Puy-de-Dôme/Auvergne-Rhône-Alpes
215/16a62_69-le-mag-janv-2023.pdf,https://www.villers-semeuse.fr/wp-content/uploads/2023/01/69-le-mag-janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/215/16a62_69-le-mag-janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/215/16a62_69-le-mag-janv-2023.pdf.txt,comm,2023-01-01 00:00:00,Villers-Semeuse,Commune,Villers-Semeuse/CA Ardenne Métropole/Ardennes/Grand Est
1816/a3714_mezemag64.pdf,http://www.ville-meze.fr/pdf/mezemag64.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/1816/a3714_mezemag64.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/1816/a3714_mezemag64.pdf.txt,,2023-01-01 00:00:00,Mèze,Commune,Mèze/CA Sète Agglopôle Méditerranée/Hérault/Occitanie
1816/f30eb_mezemag64.pdf,https://www.ville-meze.fr/pdf/mezemag64.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/1816/f30eb_mezemag64.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/1816/f30eb_mezemag64.pdf.txt,,2023-01-01 00:00:00,Mèze,Commune,Mèze/CA Sète Agglopôle Méditerranée/Hérault/Occitanie
276/9fab8_1686725931-2023_01_10_CR_CM_valide.pdf,http://www.villevaucouleurs.com/userfile/fichier-telechargement/1686725931-2023_01_10_CR_CM_valide.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/276/9fab8_1686725931-2023_01_10_CR_CM_valide.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/276/9fab8_1686725931-2023_01_10_CR_CM_valide.pdf.txt,,2023-01-10 00:00:00,Vaucouleurs,Commune,Vaucouleurs/CC de Commercy - Void - Vaucouleurs/Meuse/Grand Est
2299/31a6a_Conseil-communautaire-du-24-janvier.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/03/Conseil-communautaire-du-24-janvier.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/31a6a_Conseil-communautaire-du-24-janvier.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/31a6a_Conseil-communautaire-du-24-janvier.pdf.txt,,2023-01-24 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
276/caa7d_1686725931-2023_01_10_CR_CM_valide.pdf,https://www.villevaucouleurs.com/userfile/fichier-telechargement/1686725931-2023_01_10_CR_CM_valide.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/276/caa7d_1686725931-2023_01_10_CR_CM_valide.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/276/caa7d_1686725931-2023_01_10_CR_CM_valide.pdf.txt,pv.cr,2023-01-10 00:00:00,Vaucouleurs,Commune,Vaucouleurs/CC de Commercy - Void - Vaucouleurs/Meuse/Grand Est
276/8f22c_1672819081-AEP---CCCC---VAUCOULEURS---00115650-003.pdf,http://www.villevaucouleurs.com/userfile/fichier-telechargement/1672819081-AEP---CCCC---VAUCOULEURS---00115650-003.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/276/8f22c_1672819081-AEP---CCCC---VAUCOULEURS---00115650-003.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/276/8f22c_1672819081-AEP---CCCC---VAUCOULEURS---00115650-003.pdf.txt,,2023-01-03 00:00:00,Vaucouleurs,Commune,Vaucouleurs/CC de Commercy - Void - Vaucouleurs/Meuse/Grand Est
2299/807fe_2023.01.20_Diagnostic_Cahier-2-_urbanisme_compressed-1.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023.01.20_Diagnostic_Cahier-2-_urbanisme_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/807fe_2023.01.20_Diagnostic_Cahier-2-_urbanisme_compressed-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/807fe_2023.01.20_Diagnostic_Cahier-2-_urbanisme_compressed-1.pdf.txt,,2023-01-20 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2299/f3e3a_Demande-dinstallation-dun-systeme-dassainissement-non-collectif.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/01/Demande-dinstallation-dun-systeme-dassainissement-non-collectif.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/f3e3a_Demande-dinstallation-dun-systeme-dassainissement-non-collectif.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/f3e3a_Demande-dinstallation-dun-systeme-dassainissement-non-collectif.pdf.txt,,2023-01-01 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
2299/f8a92_2023-01-24-DCC-approbation-MODIF3_PLUi.pdf,https://www.grandangouleme.fr/wp-content/uploads/2023/02/2023-01-24-DCC-approbation-MODIF3_PLUi.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/2299/f8a92_2023-01-24-DCC-approbation-MODIF3_PLUi.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/2299/f8a92_2023-01-24-DCC-approbation-MODIF3_PLUi.pdf.txt,,2023-01-24 00:00:00,CA du Grand Angoulême,Intercommunalité,CA du Grand Angoulême/Charente/Nouvelle-Aquitaine
3079/f3534_D%C3%A9lib%C3%A9ration%2B2023_24.pdf,https://www.caudresis-catesis.fr/../../../../../external_files/files/deliberations/2023/D%C3%A9lib%C3%A9ration%2B2023_24.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/3079/f3534_D%C3%A9lib%C3%A9ration%2B2023_24.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/3079/f3534_D%C3%A9lib%C3%A9ration%2B2023_24.pdf.txt,,2023-01-17 00:00:00,CA du Caudrésis et du Catésis,Intercommunalité,CA du Caudrésis et du Catésis/Nord/Hauts-de-France
3079/fa6a0_D%C3%A9lib%C3%A9ration%2B2023_6.pdf,https://www.caudresis-catesis.fr/../../../../../external_files/files/deliberations/2023/D%C3%A9lib%C3%A9ration%2B2023_6.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/3079/fa6a0_D%C3%A9lib%C3%A9ration%2B2023_6.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/3079/fa6a0_D%C3%A9lib%C3%A9ration%2B2023_6.pdf.txt,,2023-01-17 00:00:00,CA du Caudrésis et du Catésis,Intercommunalité,CA du Caudrésis et du Catésis/Nord/Hauts-de-France
3079/6327e_D%C3%A9lib%C3%A9ration%2B2023_5.pdf,https://www.caudresis-catesis.fr/../../../../../external_files/files/deliberations/2023/D%C3%A9lib%C3%A9ration%2B2023_5.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/3079/6327e_D%C3%A9lib%C3%A9ration%2B2023_5.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/3079/6327e_D%C3%A9lib%C3%A9ration%2B2023_5.pdf.txt,,2023-01-17 00:00:00,CA du Caudrésis et du Catésis,Intercommunalité,CA du Caudrésis et du Catésis/Nord/Hauts-de-France
3079/e1180_D%C3%A9lib%C3%A9ration%2B2023_11.pdf,https://www.caudresis-catesis.fr/../../../../../external_files/files/deliberations/2023/D%C3%A9lib%C3%A9ration%2B2023_11.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/3079/e1180_D%C3%A9lib%C3%A9ration%2B2023_11.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/random/txt/3079/e1180_D%C3%A9lib%C3%A9ration%2B2023_11.pdf.txt,,2023-01-17 00:00:00,CA du Caudrésis et du Catésis,Intercommunalité,CA du Caudrésis et du Catésis/Nord/Hauts-de-France
